"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","1998","Stratum_5"," [g]",13844.487255843,4115.93516469411,0.297297768319806
"1","1999","Stratum_5"," [g]",23768.8968596739,7431.85561267708,0.312671457011785
"1","2000","Stratum_5"," [g]",27318.6457782277,8977.08756263807,0.328606609402015
"1","2001","Stratum_5"," [g]",22171.3345798508,7673.81149698695,0.346114099236988
"1","2002","Stratum_5"," [g]",21685.9878021569,7360.19666976458,0.339398727736651
"1","2003","Stratum_5"," [g]",20346.3433438818,6594.71682902684,0.324122950132456
"1","2004","Stratum_5"," [g]",14136.0708471596,4761.7487533786,0.33685094004289
"1","2005","Stratum_5"," [g]",23213.8796499542,7867.07065613499,0.33889512544925
"1","2006","Stratum_5"," [g]",21122.4688133796,6841.77877120206,0.323909995164404
"1","2007","Stratum_5"," [g]",48267.5883441351,15737.694906376,0.326050988795429
"1","2008","Stratum_5"," [g]",28602.9526639916,8903.18463732393,0.311268026833195
"1","2009","Stratum_5"," [g]",20547.2332179683,6053.40135625036,0.294609074225952
"1","2010","Stratum_5"," [g]",24038.4671177305,7013.99900560774,0.291782290911316
"1","2011","Stratum_5"," [g]",26201.6513625141,8283.73857368939,0.316153301144243
"1","2012","Stratum_5"," [g]",23157.4100368098,7314.54379607731,0.31586191134719
"1","2013","Stratum_5"," [g]",18204.3508931912,5481.63937075086,0.301116991367219
"1","2014","Stratum_5"," [g]",18127.8513280223,5671.25838019837,0.312847798538135
"1","2015","Stratum_5"," [g]",20824.222675455,6613.92395740318,0.317607243280147
"1","2016","Stratum_5"," [g]",19183.3560428924,6034.52960537819,0.314571110075081
"1","2017","Stratum_5"," [g]",18607.78853533,6335.95688560728,0.340500262757038
"1","2018","Stratum_5"," [g]",15227.8862190529,4880.19385453762,0.320477430966854
"1","2019","Stratum_5"," [g]",16757.3186025005,5303.2995201154,0.316476618122188
"1","2020","Stratum_5"," [g]",17580.2589958309,6453.65502587901,0.367096697916081
"1","2021","Stratum_5"," [g]",17568.0449277177,6844.96062701355,0.389625633084193
"1","1985","Stratum_6"," [g]",110916.989827612,33143.6920012505,0.298815285672309
"1","1986","Stratum_6"," [g]",105882.975858757,31635.3393946101,0.298776447658688
"1","1987","Stratum_6"," [g]",116245.989716725,33842.5801073258,0.291129011760281
"1","1988","Stratum_6"," [g]",63670.8543634492,18268.4964593683,0.286920862645994
"1","1989","Stratum_6"," [g]",69561.6325172717,19766.5015058789,0.284158102542675
"1","1990","Stratum_6"," [g]",83990.9922073616,24568.9879835702,0.292519320678019
"1","1991","Stratum_6"," [g]",77195.410677641,22452.7012952906,0.290855390212904
"1","1992","Stratum_6"," [g]",83533.0792454387,23126.1467932912,0.276850165254192
"1","1993","Stratum_6"," [g]",87484.8646028832,24408.4923942673,0.27900245951187
